uid,BLOCK_ADDRESS,Location,Person,Zip
2108922,018XX Saint Thomas St,"(29.91628491, -90.11557105)",Namratha,
2117101,042XX Burgundy St,"(29.9627774, -90.03372152)",Namratha,
2118766,035XX Garden Oaks Dr,"(29.92483049, -90.02157691)",Namratha,
2120595,008XX Canal St,"(29.95446582, -90.07045531)",Namratha,
2125393,Elysian Fields Ave & Chartres St,"(29.96360513, -90.05659239)",Namratha,
2125531,026XX General Meyer Ave,"(29.94257425, -90.02728047)",Namratha,
2126192,068XX Parc Brittany,"(30.027242, -89.999519)",Namratha,
2126693,011XX Wiltz Ln,"(29.94338215, -90.01761807)",Namratha,
2127607,030XX Annette St,"(29.98865578, -90.06433779)",Namratha,
2129341,Orleans Ave & N Miro St,"(29.96783435, -90.07856158)",Namratha,
2131442,021XX Cobblestone Ln,,Namratha,
2141683,050XX Woodland Dr,,Namratha,
2142923,032XX Rue Parc Fontaine,,Namratha,
2143120,034XX N Galvez St,,Namratha,
2169699,090XX Palm St,,Namratha,
2175022,051XX Bundy Rd,,Namratha,
2176522,017XX Nunez St,"(29.93745825, -90.05066122)",Namratha,
2176694,017XX Nunez St,"(29.93745825, -90.05066122)",Namratha,
2177285,051XX Saint Anthony Ave,,Namratha,
2183989,007XX Bourbon St,,Namratha,
2184229,096XX Hayne Blvd,,Namratha,
2190163,022XX Cobblestone,,Namratha,
2200236,015XX Napoleon Ave,,Namratha,
2203470,060XX Chef Menteur Hwy,,Namratha,
2205909,017XX Nunez St,"(29.93745825, -90.05066122)",Namratha,
2210660,077XX S Coronet Ct,,Namratha,
2210741,077XX S Coronet Ct,,Namratha,
2228722,013XX Le Boeuf St,,Namratha,
2233888,003XX S Murat St,"(29.97575928, -90.10667232)",Namratha,
2236160,036XX Piedmont Dr,"(29.99611331, -90.05352855)",Namratha,
2238443,086XX Bill St,,Namratha,
2244867,070XX Lawrence Rd,,Namratha,
2257855,003XX Bourbon St,,Namratha,
2259324,101XX Curran Blvd,,Namratha,
2265787,060XX Chef Menteur Hwy,,Namratha,
2266427,023XX Dumaine St,,Namratha,
2271952,005XX S Carrolton,,Namratha,
2274813,012XX Gallier St,,Namratha,
2294160,042XX Erato St,,Namratha,
2296528,090XX Colapissa St,,Namratha,
2312237,155XX Dwyer Blvd,,Namratha,
2319684,055XX Clements Dr,,Namratha,
2321524,034XX Lousia,,Namratha,
2328830,024XX 3rd St,,Namratha,
2329956,051XX Bundy Rd,,Namratha,
2332639,019XX Flood,,Namratha,
2333295,044XX Congress Dr,,Namratha,
2336736,051XX Bundy Rd,,Namratha,
2340243,034XX Garden Oaks Dr,,Namratha,
2342589,020XX Mazant St,,Namratha,
2345507,005XX Royal St,"(29.95670356, -90.0661791)",Namratha,
2354917,Bourbon St & Conti St,"(29.95628022, -90.06775199)",Namratha,
2359547,003XX Royal St,,Namratha,
2359927,Iberville St & Royal St,,Namratha,
2361599,080XX Trapier Ave,,Namratha,
2362625,Tulane Ave & S Broad St,,Namratha,
2362686,Broadway & Plum Stb,,Namratha,
2365786,038XX Behrman Hwy,,Namratha,
2366239,049XX Chef Menteur Hwy,,Namratha,
2367302,002XX Blk D'Abadie St,,Namratha,
2367592,072XX Chef Menteur Hwyd,,Namratha,
2405829,Read Blvd & Chef Menteur Hwy,"(30.01847555, -89.96795645)",Namratha,
2419485,050XX Lakeshore Dr,"(30.03509952, -90.04263674)",Namratha,
2576732,070XX E Tamaron Blvd,"(30.05589795, -89.94809517)",Namratha,
2639427,Magazine St & Felicity St,"(29.9322162, -90.07308719)",Namratha,
2647644,008XX N Rocheblave St,"(29.96994911, -90.07973262)",Namratha,
2718176,Paris Rd & Duane Rd,"(30.06981865, -89.94043833)",Namratha,
2734445,017XX Nunez St,"(29.93753117, -90.05067446)",Namratha,
2750667,017XX Nunez St,"(29.93753117, -90.05067446)",Namratha,
2765327,005XX Esplanade Ave,,Namratha,
2766374,033XX Behrman Hwy,,Namratha,
2768988,066XX Dwyer Rd,,Namratha,
2769242,063XX Woodland Hwy,,Namratha,
2777295,021XX N Claiborne Ave,,Namratha,
2779115,068XX Parc Brittany,,Namratha,
2784093,Iberville St & Treme St,,Namratha,
2784714,040XX Behrman Pl,,Namratha,
2785621,X Westbank Expy,,Namratha,
2786274,7th St & Danneel St,,Namratha,
2786946,034XX Garden Oaks Dr,,Namratha,
2787923,Iberville St & Royal St,,Namratha,
2797267,065XX Saint Claude Ave,"(29.95800643, -90.00643697)",Namratha,
2808182,024XX Blk Washington Ave,,Namratha,
2808549,086XX Nelson Stb,,Namratha,
2809443,005XX Esplanade Ave,,Namratha,
2813229,071XX Crowder Blvd,,Namratha,
2814231,003XX Charters,,Namratha,
2814888,051XX Bundy Rd,,Namratha,
2815553,041XX N Carr,,Namratha,
2815994,121XX N I-10 Service Rd,,Namratha,
2817518,004XX N Rampart St,,Namratha,
2819470,003XX Blk Treme St,,Namratha,
2819587,018XX Nunez St,"(29.93679088, -90.05007996)",Namratha,
2820131,002XX Poydras,,Namratha,
2826275,060XX Downman Rd,,Namratha,
2841103,063XX Woodland Hwy,,Namratha,
2844246,030XX Metropolitan St,,Namratha,
2844954,Chartres St & Ursulines Aveb,,Namratha,
2846933,355XX N Homestead Dr,,Namratha,
2848315,009XX Marengo Stsil,,Namratha,
2851589,062XX Morrison Rd,,Namratha,
2859515,041XX Jourdan Ave,,Namratha,
2862535,026XX Clover Stb,,Namratha,
2868292,035XX Rue Parc Fontaineb,,Namratha,
2868304,Barracks St & Decatur St,,Namratha,
2870676,045XX Blk Eve St,,Namratha,
2872614,012XX Poydras St,,Namratha,
2875810,029XX General Taylor Stb,,Namratha,
2876828,026XX Gravier St,,Namratha,
2877129,General De Gaulle Dr & Westbank Expy Out,"(29.93043934, -90.03838478)",Namratha,
2877482,018XX Nunez St,"(29.93679088, -90.05007996)",Namratha,
2879140,024XX Dumaine St,,Namratha,
2879850,070XX Crowder Blvd,,Namratha,
2880480,076XX Alabama St,,Namratha,
2881850,026XX Robert St,,Namratha,
2893148,047XX Coronado Dr,,Namratha,
2895353,031XX General Meyer Ave,,Namratha,
2896110,074XX Alabama St,,Namratha,
2897171,015XX Franklin Ave,,Namratha,
2898129,005XX N Rocheblave St,,Namratha,
2898699,105XX Curran Blvdsilv,,Namratha,
2898891,025XX 2nd St,,Namratha,
2900446,005XX Saint Andrew St,,Namratha,
2905476,061XX Tullis Dr,,Namratha,
2905537,036XX Garden Oaks Dr,,Namratha,
2906213,070XX Martin Dr,,Namratha,
2906238,S Peters St & Notre Dame St,,Namratha,
2906654,020XX Louisa St,,Namratha,
2906656,020XX Louisa St,,Namratha,
2906791,Toulouse St & Bourbon St,,Namratha,
2907162,018XX Napoleon Ave,,Namratha,
2907298,022XX Cobblestone Ln,,Namratha,
2907317,070XX Crowder Blvd,,Namratha,
2927724,022XX Delachaise St,"(29.93359486, -90.09559275)",Namratha,
2991062,018XX Nunez St,"(29.93667393, -90.05007205)",Namratha,
3166562,003XX Bourbon St,,Namratha,
3173707,Saint Mary St & Magazine St,"(29.93159842, -90.07386735)",Namratha,
3175574,Bourbon St & Iberville St,,Namratha,
3183373,018XX Pine St,"(29.94787912, -90.11944776)",Namratha,
3185078,001XX Iberville St,,Namratha,
3188429,078XX Scottwood Dr,,Namratha,
3193756,014XX Basin St,,Namratha,
3201132,024XX Elysian Fields,,Namratha,
3203451,123XX N I-10 Service Rd,,Namratha,
3206550,048XX Citrus Dr,,Namratha,
3207238,041XX Davey St,,Namratha,
3208579,036XX Garden Oaks Dr,,Namratha,
3210811,038XX Marigny,,Namratha,
3213326,063XX Hayne Blvd,,Namratha,
3227516,075XX Dominique Pl,,Namratha,
3227998,006XX N Rocheblave St,,Namratha,
3244588,123XX N I-10 Service Rd,"(0.0, 0.0)",Namratha,
3248375,006XX Basin,"(0.0, 0.0)",Namratha,
3251321,Bourbon St & Conti St,"(29.95628022, -90.06775199)",Namratha,
3252246,070XX Bundy Rd,"(0.0, 0.0)",Namratha,
3254156,105XX Curran Blvd,"(0.0, 0.0)",Namratha,
3260192,061XX N Robertson St,"(0.0, 0.0)",Namratha,
3271408,070XX Bundy Rd,"(0.0, 0.0)",Namratha,
3275874,Duane Rd & Paris Rd,"(30.06981865, -89.94043833)",Namratha,
3279401,:34XX Livingston St,"(0.0, 0.0)",Namratha,
3281387,Louisa St & Old Gentilly Rd,"(30.00405399, -90.03570694)",Namratha,
3281507,072XX Basin,"(0.0, 0.0)",Namratha,
3287371,017XX Julie,"(0.0, 0.0)",Namratha,
3292173,018XX Nunez St,"(29.93652596, -90.04989204)",Namratha,
3293229,Paris Rd & Curran Blvd,"(30.07204556, -89.94071765)",Namratha,
3306083,105XX Curran Blvd,"(0.0, 0.0)",Namratha,
3318309,070XX Bundy Rd,"(0.0, 0.0)",Namratha,
3327124,Conti St & Bourbon St,"(29.95628022, -90.06775199)",Namratha,
3336145,Mardi Gras Blvd & Monroe St,"(29.93821553, -90.05172864)",Namratha,
3351664,016XX Onzaga St,"(0.0, 0.0)",Namratha,
3354924,036XX Frenchmen St,"(0.0, 0.0)",Namratha,
3355014,070XX Martin Dr,"(0.0, 0.0)",Namratha,
3360341,016XX Calliope,"(0.0, 0.0)",Namratha,
3371756,132XX N Nemours St,"(0.0, 0.0)",Namratha,
3380340,068XX Parc Brittany,"(0.0, 0.0)",Namratha,
3392629,Bourbon St & Conti St,"(29.95628022, -90.06775199)",Namratha,
3392666,055XX Tullis Dr,"(0.0, 0.0)",Namratha,
3408381,030XX Oliver White Ave,"(0.0, 0.0)",Namratha,
3417257,031XX Rue Parc Fontaine,"(0.0, 0.0)",Namratha,
3431994,Magellan St & Nunez St,"(29.93707135, -90.05046614)",Namratha,
3457059,070XX Bundy Rd,"(0.0, 0.0)",Namratha,
3463418,Cbrunswick Ct & Woodland Dr,"(0.0, 0.0)",Namratha,
3467136,030XX Tulane Ave,"(0.0, 0.0)",Namratha,
3469128,Magellan St & Nunez St,"(29.93707135, -90.05046614)",Namratha,
3477080,Saint Louis St & Basin St,"(0.0, 0.0)",Namratha,
3483066,061XX Tullis Dr,"(0.0, 0.0)",Namratha,
3490501,068XX Parc Brittany Blvd,"(0.0, 0.0)",Namratha,
3492987,Bourbon St & Conti St,"(29.95628022, -90.06775199)",Namratha,
3502231,Canal St & Decatur St,"(29.95198781, -90.06711835)",Namratha,
3505889,123XX N I-10 Service Rd,"(0.0, 0.0)",Namratha,
3507913,037XX Garden Oaks Dr,"(0.0, 0.0)",Namratha,
3539655,147XX Chef Menteur Hwy,"(0.0, 0.0)",Namratha,
3549260,N Galvez St & A P Tureaud Ave,"(0.0, 0.0)",Namratha,
3549995,072XX Chef Menteur Hwy,"(0.0, 0.0)",Namratha,
3564162,070XX Lawrence Rd,"(0.0, 0.0)",Namratha,
3568814,Bienville St & Royal St,"(29.95488494, -90.06755962)",Namratha,
3580327,Hayne Blvd & Downman Rd,"(0.0, 0.0)",Namratha,
3598338,034XX Garden Oaks Dr,"(0.0, 0.0)",Namratha,
3598363,120XX N I-10 Service Rd,"(0.0, 0.0)",Namratha,
3602658,019XX Sofie Wright,"(0.0, 0.0)",Namratha,
3608783,045XX Magnolia,"(0.0, 0.0)",Namratha,
3611967,033XX Pleasure St,"(0.0, 0.0)",Namratha,
3612869,070XX Lake Kenilworth Dr,"(0.0, 0.0)",Namratha,
3615709,061XX Tullis Dr,"(0.0, 0.0)",Namratha,
3617686,002XX Magazine St,"(0.0, 0.0)",Namratha,
3622173,051XX Bundy Rd,"(0.0, 0.0)",Namratha,
3622550,121XX N I-10 Service Rd,"(0.0, 0.0)",Namratha,
3626873,008XX Toulouse,"(0.0, 0.0)",Namratha,
3630466,Oc Haley & Calliope,"(0.0, 0.0)",Namratha,
3632641,003XX Lakeshore Blvd,"(0.0, 0.0)",Namratha,
3633839,085XX N I-10 Service Rd,"(0.0, 0.0)",Namratha,
3643284,055XX Tullis Dr,"(0.0, 0.0)",Namratha,
3647845,048XX America,"(0.0, 0.0)",Namratha,
3653614,034XX Garden Oaks,"(0.0, 0.0)",Namratha,
3674674,020XX Cypress Acres Dr40,"(0.0, 0.0)",Namratha,
3679951,017XX Baronne St,"(0.0, 0.0)",Namratha,
3689115,002XX Baronne St,"(0.0, 0.0)",Namratha,
3689621,070XX Crowder Blvd,"(0.0, 0.0)",Namratha,
3710840,035XX Blk Garden Oaks Dr,"(0.0, 0.0)",Namratha,
3711781,020XX Paris Rd,"(29.98333657, -89.94485812)",Namratha,
3714439,Chef Menteur Hwy & Read Blvd,"(30.01847555, -89.96795645)",Edwin,
3727331,123XX N I-10 Service Rd,"(0.0, 0.0)",Edwin,
3745916,123XX N I-10 Service Rd,"(0.0, 0.0)",Edwin,
3776020,Bourbon St & Toulouse St,"(29.95783188, -90.06637035)",Edwin,
3782332,123XX N I-10 Service Rd,"(0.0, 0.0)",Edwin,
3796072,022XX Blk Dumaine St,"(0.0, 0.0)",Edwin,
3801748,147XX Chef Menteur Hwy,"(0.0, 0.0)",Edwin,
3802704,N Dorgenois St & Arts St,"(29.9831551, -90.0509971)",Edwin,
3813052,No 078XX Oleander St,"(0.0, 0.0)",Edwin,
3844429,050XX Lakeshore Dr,"(30.03520037, -90.04290944)",Edwin,
3844721,035XX Garden Oaks Dr,"(0.0, 0.0)",Edwin,
3869864,017XX Nunez St,"(29.93746366, -90.05066673)",Edwin,
3870576,Bar & Comm,"(0.0, 0.0)",Edwin,
3874611,Chef Menteur Hwy & Read Blvd,"(30.01847555, -89.96795645)",Edwin,
3883144,6th Dist,"(0.0, 0.0)",Edwin,
3883680,034XX S Roman St,"(0.0, 0.0)",Edwin,
3887537,025XX St Clau,"(0.0, 0.0)",Edwin,
3898675,003XX Royal,"(0.0, 0.0)",Edwin,
3903183,002XX O'Keefe Ave,"(0.0, 0.0)",Edwin,
3912189,028XX Magnolia,"(0.0, 0.0)",Edwin,
3914224,Paris Rd & Duane Rd,"(30.06981865, -89.94043833)",Edwin,
3914408,Saint Philip St & Marais St,"(29.96473071, -90.06877823)",Edwin,
3937004,020XX Lakeshore Dr,"(0.0, 0.0)",Edwin,
3949553,037XX General De Gaulle Dr,"(0.0, 0.0)",Edwin,
3973636,040XX Lakeshore Dr,"(30.03534696, -90.04692639)",Edwin,
3975606,002XX Poydras,"(0.0, 0.0)",Edwin,
3987471,014XX N Derbigny St,"(0.0, 0.0)",Edwin,
3989799,Royal St & Saint Peter St,"(29.95800744, -90.06477006)",Edwin,
3993440,011XX Le Boeuf St,"(0.0, 0.0)",Edwin,
4013908,Burgundy St & Conti St,"(29.95750014, -90.06953643)",Edwin,
4015263,010XX Marigny St,"(0.0, 0.0)",Edwin,
4015574,Approx Loc:4325 N Prieur St,"(0.0, 0.0)",Edwin,
4020427,021XX Thalia,"(0.0, 0.0)",Edwin,
4072375,016XX Elysian Fields Ave,"(0.0, 0.0)",Edwin,
4085227,045XX Downman Road,"(0.0, 0.0)",Edwin,
4094598,Chef Menteur Hwy & Papania Dr,"(30.0206438, -89.95924462)",Edwin,
4109980,Conti St & Bourbon St,"(29.95628022, -90.06775199)",Edwin,
4111638,US90B W,"(29.9377056, -90.05754958)",Edwin,
4126723,Saint Ann St & N Rampart St,"(0.0, 0.0)",Edwin,
4130176,Hwy 996 & Box 176,"(0.0, 0.0)",Edwin,
4144288,093XX Forshey,"(0.0, 0.0)",Edwin,
4170170,002XX Blk Athis St,POINT (0 0),Edwin,
4173409,001XX Blk Rousselin Dr,POINT (0 0),Edwin,
4182766,021XX Pauger St,POINT (0 0),Edwin,
4193194,001XX Blk N Miro St,POINT (0 0),Edwin,
4209453,032XX Saint Ferdinand St,POINT (0 0),Edwin,
4209555,022XX Magic Walk,POINT (0 0),Edwin,
4210848,X Papania Dr,POINT (0 0),Edwin,
4225567,036XX Read,POINT (0 0),Edwin,
4285859,Commerce St & Julia St,POINT (-90.06666469 29.94479157),Edwin,
4289022,050XX Lakeshore Dr,POINT (-90.04290944 30.03520037),Edwin,
4292228,053XX Marais St,POINT (0 0),Edwin,
4301477,113XX Fernley Drl,POINT (0 0),Edwin,
4304325,Bourbon St & Conti St,POINT (-90.06775199 29.95628022),Edwin,
4305934,123XX N I-10 Service Rd,POINT (0 0),Edwin,
4328528,Toulouse St & Bourbon St,POINT (-90.06637035 29.95783188),Edwin,
4338206,027XX Lakeshore Dr,POINT (-90.05191217 30.03448415),Edwin,
4348024,105XX Curran Blvd,POINT (0 0),Edwin,
4349614,Martin Luther King Jr Blvd & Reverend John Raphael Jr Way,POINT (0 0),Edwin,
4349728,121XX N I-10 Service Rd,POINT (0 0),Edwin,
4352889,Leonidas St & S Claiborne Ave,POINT (0 0),Edwin,
4361916,001XX Blk S Hennessey St,POINT (0 0),Edwin,
4378181,028XX Spain St,POINT (0 0),Edwin,
4379290,Conti St & Bourbon St,POINT (-90.06775199 29.95628022),Edwin,
4394223,"078XX Chef Menteur Highway, Apartment 121",POINT (0 0),Edwin,
4426102,003XX Blk N Villere St,POINT (0 0),Edwin,
4438163,008XX Iberville St,POINT (0 0),Edwin,
4442457,068XX Parc Brittany Blvd,POINT (0 0),Edwin,
4464585,002XX O'Keefe Ave,POINT (0 0),Edwin,
4476006,032XX Blk Saint Claude Ave,POINT (0 0),Edwin,
4485121,007XX Blk S Jefferson Davis Pkwy,POINT (0 0),Edwin,
4486498,018XX Frenchmen Street,POINT (0 0),Edwin,
4490589,002XX O'Keefe Ave,POINT (0 0),Edwin,
4543022,070XX Lawrence Rd,POINT (0 0),Edwin,
4543406,002XX O'Keefe Ave,POINT (0 0),Edwin,
4553990,123XX S I-10 Service Rd,POINT (0 0),Edwin,
4567539,030XX Blk N Miro St,POINT (0 0),Edwin,
4585678,N Miro St & St Bernard Ave,POINT (0 0),Edwin,
4588237,003XX O'Keefe Ave,POINT (0 0),Edwin,
4588283,XX Marywood,POINT (0 0),Edwin,
4590936,014XX Lafreniere St,POINT (0 0),Edwin,
4612232,023XX Blk Arts St,POINT (0 0),Edwin,
4617408,075XX Alabama St,POINT (-90.02434603 30.02870324),Edwin,
4617427,016XX Blk Saint Charles Ave,POINT (-90.0761924 29.93797771),Edwin,
4617429,027XX Sabine St,POINT (-90.03317461 29.92312972),Edwin,
4617437,057XX Tullis Dr,POINT (-89.99388545 29.90337131),Edwin,
4617457,059XX Hayne Blvd,POINT (-90.02589025 30.03294541),Edwin,
4617462,028XX N Dorgenois St,POINT (-90.04729726 29.98357139),Edwin,
4617488,029XX Blair St,POINT (-89.97975069 29.92267772),Edwin,
4617639,005XX S Carrollton Ave,POINT (-90.13446133 29.94247613),Edwin,
4617646,051XX Basinview Dr,POINT (-90.01282889 30.0234044),Edwin,
4617656,030XX Edith Weston Pl,POINT (-90.03117906 29.98749363),Edwin,
4617657,062XX Chef Menteur Hwy,POINT (-90.01565936 30.01090256),Edwin,
4617659,Canal St & Carondelet St,POINT (-90.07006492 29.95369143),Edwin,
4617820,001XX Pinewood Ct,POINT (-90.02292937 29.93344658),Edwin,
4617831,019XX Wilton Dr,POINT (-90.06700362 30.00860565),Edwin,
4617857,035XX Leonidas St,POINT (-90.11600481 29.96737624),Edwin,
4617859,057XX Hayne Blvd,POINT (-90.02780682 30.03233009),Edwin,
4617933,005XX Saint Mary St,POINT (-90.06936635 29.92737992),Edwin,
4617951,041XX Paris Ave,POINT (-90.07411275 29.99983172),Edwin,
4619597,S Peters St & Poydras St,POINT (-90.06592424 29.94864084),Edwin,
4619643,060XX N Miro St,POINT (-90.00662743 29.97055138),Edwin,
4619731,025XX Eads St,POINT (-90.0474685 29.98391262),Edwin,
4619743,078XX Briarwood Dr,POINT (-89.95598334 30.06576387),Edwin,
4619784,003XX Socrates St,POINT (-90.05238746 29.9410678),Edwin,
4619823,070XX Bunker Hill Rd,POINT (-89.98972116 30.03440626),Edwin,
4619846,010XX Wagner St,POINT (-90.03966238 29.94439157),Edwin,
4619889,121XX N I-10 Service Rd,POINT (-89.95945037 30.0481948),Edwin,
4619917,019XX Leonidas St,POINT (-90.12812867 29.9560189),Edwin,
4619994,079XX Oneida St,POINT (-89.96677665 30.05773266),Edwin,
4620002,062XX Chef Menteur Hwy,POINT (-90.01565936 30.01090256),Edwin,
4620045,Poydras St & Camp St,POINT (-90.06933867 29.94940243),Edwin,
4620058,085XX N I-10 Service Rd,POINT (-89.99285324 30.03182715),Edwin,
4620094,022XX Saint Charles Ave,POINT (-90.08162266 29.93370979),Edwin,
4620146,121XX N I-10 Service Rd,POINT (-89.95945037 30.0481948),Edwin,
4620165,Dreux Ave & Rhodes Dr,POINT (-90.0009036 30.01819172),Edwin,
4620172,XX Versailles Blvd,POINT (-90.11150173 29.95315877),Edwin,
4620188,014XX Canal St,POINT (-90.0744376 29.95724158),Edwin,
4620474,058XX Marigny St,POINT (-90.05925408 30.01853427),Edwin,
4623380,004XX Slidell St,POINT (-90.05150536 29.94772985),Edwin,
4623823,147XX Chef Menteur Hwy,POINT (-89.90725148 30.03820564),Edwin,
4624651,028XX S Liberty St,POINT (-90.09099272 29.93658273),Edwin,
4624681,033XX 1st St,POINT (-90.09359641 29.94726987),Edwin,
4624683,027XX Saint Andrew St,POINT (-90.08727156 29.94419781),Edwin,
4624696,017XX Painters St,POINT (-90.04940585 29.97538574),Edwin,
4624738,121XX N I-10 Service Rd,POINT (-89.95980892 30.04955691),Edwin,
4624841,002XX S Genois St,POINT (-90.09686209 29.9702204),Edwin,
4624862,023XX S Galvez St,POINT (-90.09379163 29.94883427),Edwin,
4624878,044XX Painters St,POINT (-90.05249112 30.00359696),Edwin,
4624905,036XX Erato St,POINT (-90.0944221 29.95160753),Edwin,
4625012,060XX Saint Roch Ave,POINT (-90.05592252 30.02108355),Edwin,
4625108,060XX Dorothea St,POINT (-90.02279379 30.02541899),Edwin,
4626119,005XX Adele Ln,POINT (-90.07126783 29.92606556),Edwin,
4626206,001XX Fairfax Pl,POINT (-89.9918312 29.91582187),Edwin,
4626240,024XX Robert E Lee Blvd,POINT (-90.05554741 30.02258849),Edwin,
4626256,027XX N Robertson St,POINT (-90.04754374 29.97280189),Edwin,
4626290,Aurora Oaks Dr & Anson St,POINT (-90.00588651 29.92773249),Edwin,
4626340,088XX Cohn St,POINT (-90.13094637 29.95766483),Edwin,
4626425,Baronne St & Louisiana Ave,POINT (-90.09243625 29.93015122),Edwin,
4626480,070XX Bullard Ave,POINT (-89.96197621 30.04852075),Edwin,
4626491,101XX Dwyer Rd,POINT (-89.96817036 30.02756361),Edwin,
4626495,088XX Bunker Hill Rd,POINT (-89.99088283 30.03727804),Edwin,
4626503,035XX Broadway St,POINT (-90.10796326 29.96093695),Edwin,
4626513,014XX Saint Maurice Ave,POINT (-90.00861976 29.96305091),Edwin,
4626516,105XX Curran Blvd,POINT (-89.98045801 30.04955596),Edwin,
4626523,031XX Banks St,POINT (-90.09378985 29.96588669),Edwin,
4626560,004XX Magazine St,POINT (-90.06783073 29.9495479),Edwin,
4626570,023XX N Galvez St,POINT (-90.05419346 29.97900712),Edwin,
4626636,040XX Baudin St,POINT (-90.10324363 29.97044088),Edwin,
4626669,079XX Cohn St,POINT (-90.12308565 29.95136822),Edwin,
4626673,019XX Desire St,POINT (-90.03767064 29.97562447),Edwin,
4627007,071XX Chatelain Dr,POINT (-89.95938627 30.05104119),Edwin,
4628362,023XX Charbonnet St,POINT (-90.00955538 29.97341896),Edwin,
4629545,N Galvez St & Elysian Fields Ave,POINT (-90.05776361 29.97867655),Edwin,
4630605,066XX E Hermes St,POINT (-90.01537265 30.02181449),Edwin,
4630610,070XX Lawrence Rd,POINT (-89.99484998 30.03062491),Edwin,
4631588,023XX Desire St,POINT (-90.03683034 29.97949118),Edwin,
4633771,012XX Milton St,POINT (-90.08237719 29.99529648),Edwin,
4633772,048XX Camelot Dr,POINT (-89.98277249 30.02295628),Edwin,
4633782,023XX Piety St,POINT (-90.03796017 29.97965803),Edwin,
4633783,036XX Dickens Dr,POINT (-89.98410082 29.9161882),Edwin,
4633788,025XX Jackson Ave,POINT (-90.08760151 29.94205771),Edwin,
4633793,Bienville St & Bourbon St,POINT (-90.0684521 29.95548846),Edwin,
4633801,147XX Chef Menteur Hwy,POINT (-89.90725148 30.03820564),Edwin,
4633827,027XX Gladiolus St,POINT (-90.04669793 29.99933121),Edwin,
4633832,020XX N Johnson St,POINT (-90.06034572 29.97759456),Edwin,
4633847,023XX Piety St,POINT (-90.03747328 29.98017105),Edwin,
4633902,010XX 6th St,POINT (-90.08357032 29.92525668),Edwin,
4633908,016XX Shirley Dr,POINT (-90.03227009 29.93554258),Edwin,
4633965,019XX Lamanche St,POINT (-90.01157686 29.96996182),Edwin,
4633967,068XX Parc Brittany Blvd,POINT (-89.99827514 30.02723742),Edwin,
4633995,009XX Poeyfarre St,POINT (-90.06862139 29.9414082),Edwin,
4634024,029XX Somerset Dr,POINT (-90.00122658 29.92394423),Edwin,
4634045,034XX Magnolia St,POINT (-90.09742566 29.93797823),Edwin,
4634205,047XX Rosalia Dr,POINT (-89.97315147 30.0210761),Edwin,
4634230,021XX Elysian Fields Ave,POINT (-90.05846154 29.97933501),Edwin,
4634232,060XX Franklin Ave,POINT (-90.0520799 30.02125684),Edwin,
4634238,078XX Sail St,POINT (-89.94489632 30.07172203),Edwin,
4634290,121XX N I-10 Service Rd,POINT (-89.95945037 30.0481948),Edwin,
4634326,040XX Vincennes Pl,POINT (-90.10891725 29.95269354),Edwin,
4634341,031XX Rue Parc Fontaine,POINT (-90.01053639 29.92161092),Edwin,
4634434,086XX Blk Belfast St,POINT (-90.12279328 29.96193557),Edwin,
4634440,029XX Elmwood Park Dr,POINT (-90.03126364 29.92269856),Edwin,
4634460,036XX Garden Oaks Dr,POINT (-90.02265956 29.92003929),Edwin,
4634499,014XX Nunez St,POINT (-90.05031479 29.94106602),Edwin,
4634549,024XX Frenchmen St,POINT (-90.05910982 29.98225384),Edwin,
4634579,028XX N Dorgenois St,POINT (-90.04729726 29.98357139),Edwin,
4634650,XX Shepard Ct,POINT (-90.03405283 29.93609533),Edwin,
4634658,014XX Caton St,POINT (-90.07837352 29.99768186),Edwin,
4634680,014XX N Roman St,POINT (-90.06920572 29.97218812),Edwin,
4634693,041XX Dale St,POINT (-90.00983888 30.01051225),Edwin,
4634754,030XX Gentilly Blvd,POINT (-90.06104989 29.99652823),Edwin,
4634806,057XX Saint Claude Ave,POINT (-90.01409554 29.96057639),Edwin,
4634832,021XX Annette St,POINT (-90.06380203 29.97904539),Edwin,
4634838,023XX New Orleans St,POINT (-90.0662399 29.9811089),Edwin,
4634842,016XX Lafreniere St,POINT (-90.072478 29.99290775),Edwin,
4640144,070XX Lawrence Rd,POINT (0 0),Edwin,
4654015,035XX Canal St,POINT (0 0),Edwin,
4655294,Chef Menteur Hwy & Coronado Dr,POINT (-89.96374896 30.01952477),Edwin,
4673602,X Yorktown Dr,POINT (0 0),Edwin,
4680091,042XX General De Gaulle,POINT (0 0),Edwin,
4683318,004XX Lake Ave,POINT (-90.12560937 29.98965828),Edwin,
4685566,034XX Blk Annette St,POINT (0 0),Edwin,
4712338,057XX Tullis Dr,POINT (0 0),Edwin,
4744463,060XX Bullard,POINT (0 0),Edwin,
4768975,016XX Newton St,POINT (0 0),Edwin,
4771939,070XX Bundy Road,POINT (0 0),Edwin,
4782754,Constance St & Saint Andrew St,POINT (-90.07391543 29.93020113),Edwin,
4782915,003XX Chartres St,POINT (0 0),Edwin,
4802015,055XX Block Clements Drive,POINT (0 0),Edwin,
4847294,086XX Apricot St,POINT (0 0),Edwin,
4847520,016XX N Roman St,POINT (0 0),Edwin,
4863271,078XX Stars,POINT (0 0),Edwin,
4863999,145XX Saigon Dr,POINT (0 0),Edwin,
4866375,005XX Port Of New Orleans Pl,POINT (0 0),Edwin,
